sub_sent,class,domain,intent
모델명이 다르면 사양이 다른 건가요,DIGITAL_P제품별차이점,DIGITAL,P
쓰레기야,DIGITAL_slang,DIGITAL,slang
톡매니저 나오세요,DIGITAL_P상담원연결,DIGITAL,P
프로툴,DIGITAL_FEAT음악작업용,DIGITAL,FEAT
삼개월이상 미구매고객,DIGITAL_P쿠폰요청,DIGITAL,P
비밀쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
나 필요한 제품이 있어,DIGITAL_P추천,DIGITAL,P
최신형인가요,DIGITAL_P상품문의,DIGITAL,P
매우 큰,"DIGITAL_SIZExl,MART_ATTR특대형",DIGITAL,SIZE
당일 발송 확실,DIGITAL_P배송문의,DIGITAL,P
쿠폰 어떻게 받나요,DIGITAL_P쿠폰요청,DIGITAL,P
반납 취소,DIGITAL_CATEN대여,DIGITAL,CATEN
정품 맞나요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
as 문의,DIGITAL_Pa/s문의,DIGITAL,P
안내해 주세요,DIGITAL_P추천,DIGITAL,P
아니 잘 있엉,DIGITAL_P대화종료,DIGITAL,P
$에효$,DIGITAL_bypass,DIGITAL,bypass
큰 냉장고,DIGITAL_SIZEl_CATE냉장고,DIGITAL,SIZE
이번주안에는 받을수있나요,DIGITAL_P배송문의,DIGITAL,P
시럽페이 탈퇴하려면,DIGITAL_P기타faq문의,DIGITAL,P
홍홍,DIGITAL_GREETINGsmile,DIGITAL,GREETING
수고 많으셨어,DIGITAL_GREETINGsugo,DIGITAL,GREETING
상담내역,DIGITAL_P기타faq문의,DIGITAL,P
공부좀 해바바,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$에플$,DIGITAL_CATE애플,DIGITAL,CATE
아니 안만족해,DIGITAL_GREETINGclaim,DIGITAL,GREETING
택배수거해 가셨,DIGITAL_P반품문의,DIGITAL,P
방수면도기,DIGITAL_CATE전기면도기_FEAT완전방수,DIGITAL,CATE
추가 쿠폰 없,DIGITAL_P쿠폰요청,DIGITAL,P
똑바로 안하지,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$갈게$,DIGITAL_P대화종료,DIGITAL,P
개세이,DIGITAL_slang,DIGITAL,slang
쿠폰 하나만 쏴주,DIGITAL_P쿠폰요청,DIGITAL,P
질문은 안되나요,DIGITAL_P채팅,DIGITAL,P
그냥 켜봤어,DIGITAL_P채팅,DIGITAL,P
아이가 쓸,DIGITAL_FEAT어린이용,DIGITAL,FEAT
물건이너무없네요,DIGITAL_P상담품목,DIGITAL,P
구매한 제품 as,DIGITAL_Pa/s문의,DIGITAL,P
이 쿠폰 사용 안 되나,DIGITAL_P쿠폰적용문의,DIGITAL,P
구입내역,DIGITAL_P주문이력확인,DIGITAL,P
사람맞니,DIGITAL_P챗봇여부문의,DIGITAL,P
곡면,DIGITAL_FEAT곡면형,DIGITAL,FEAT
$더움$,DIGITAL_P채팅,DIGITAL,P
넌 무슨역할이니,DIGITAL_P추천,DIGITAL,P
$캐시$,DIGITAL_P기타faq문의,DIGITAL,P
상관없어요 사이즈는,DIGITAL_SIZEall,DIGITAL,SIZE
이런거 잘 몰라요,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
11pay 생체인식,DIGITAL_P결제문의,DIGITAL,P
쿠폰도 주실수 있나요,DIGITAL_P쿠폰요청,DIGITAL,P
개쩌네,DIGITAL_GREETINGgood,DIGITAL,GREETING
뭐하자는거니,DIGITAL_GREETINGclaim,DIGITAL,GREETING
대기업거,DIGITAL_BRAND대기업,DIGITAL,BRAND
11번가패이 변경,DIGITAL_P결제문의,DIGITAL,P
수입 브랜드,DIGITAL_BRAND외제,DIGITAL,BRAND
쿠폰은 적용 카테고리,DIGITAL_P쿠폰적용문의,DIGITAL,P
선호 브랜드 딱히 없,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
혼자 사는데,"DIGITAL_SIZEs,MART_ATTR소형",DIGITAL,SIZE
$재미써$,DIGITAL_GREETINGfun,DIGITAL,GREETING
$꺄$,DIGITAL_GREETINGsmile,DIGITAL,GREETING
비싸도 괜찮아요,DIGITAL_PRICEall,DIGITAL,PRICE
다시 보여줘,DIGITAL_P찜기능안내,DIGITAL,P
$칫솔모$,DIGITAL_CATEN칫솔모,DIGITAL,CATEN
설치비용 ,DIGITAL_P설치비문의,DIGITAL,P
camera,DIGITAL_CATEN카메라,DIGITAL,CATEN
거실 스탠드,DIGITAL_FEAT거실용_SHAPE스탠드형,DIGITAL,FEAT
노트북 오디세이,DIGITAL_CATE노트북_BRAND삼성전자_PRODUCT오디세이,DIGITAL,CATE
구매 한다면,DIGITAL_P구매예정,DIGITAL,P
음성인식,DIGITAL_FEAT음성인식,DIGITAL,FEAT
취소하는방법,DIGITAL_P주문취소,DIGITAL,P
배송건으로 문의하고싶은데,DIGITAL_P배송문의,DIGITAL,P
배송지연 보성,DIGITAL_P적립문의,DIGITAL,P
다시 확인하그 상담,DIGITAL_P대화종료,DIGITAL,P
장바구니에 어떻게 담나요,DIGITAL_P찜기능안내,DIGITAL,P
배송료결제,DIGITAL_P배송비문의,DIGITAL,P
장바구니에 담아둔상품도 톡가능,DIGITAL_P상담원연결,DIGITAL,P
몇인용부터 있,DIGITAL_P사이즈문의,DIGITAL,P
다 알려주세요,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
같은 건데 왜 더 비싼가요,DIGITAL_P가격차이,DIGITAL,P
상담사 전환,DIGITAL_P상담원연결,DIGITAL,P
주소 뭘로 설정,DIGITAL_P회원정보문의,DIGITAL,P
사람을 찾고있어요,DIGITAL_P채팅,DIGITAL,P
생일이 언제야,DIGITAL_P채팅,DIGITAL,P
이전메뉴이동,DIGITAL_P이전메뉴이동,DIGITAL,P
$어케하냐$,DIGITAL_bypass,DIGITAL,bypass
궁금한점 질문,DIGITAL_P상담요청,DIGITAL,P
qr코드인식,DIGITAL_P기타faq문의,DIGITAL,P
오늘 입금하면 언제,DIGITAL_P배송일문의,DIGITAL,P
$어떻게 해야 하나요$,DIGITAL_bypass,DIGITAL,bypass
카드할인 쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
일시불 결제했는데요,DIGITAL_P결제완료,DIGITAL,P
(최악),DIGITAL_IMOTICON(최악),DIGITAL,IMOTICON
주문한건데 취소가능,DIGITAL_P주문취소,DIGITAL,P
까부네,DIGITAL_P채팅,DIGITAL,P
가장 좋은 딜 알려,DIGITAL_P할인문의,DIGITAL,P
주소지수정,DIGITAL_P배송지변경문의,DIGITAL,P
절전용,DIGITAL_FEAT1등급,DIGITAL,FEAT
간단한 빨래할때,DIGITAL_CATE세탁기,DIGITAL,CATE
그래픽/게임용,DIGITAL_FEAT그래픽작업용or게임용,DIGITAL,FEAT
할부가 가능할까요,DIGITAL_P결제문의,DIGITAL,P
바로 할인가 찬스,DIGITAL_P바로할인가설명,DIGITAL,P
사용내역,DIGITAL_P주문이력확인,DIGITAL,P
언제 물품 받을 수 있나,DIGITAL_P배송문의,DIGITAL,P
왜 아무것도 안뜨나,DIGITAL_P기타faq문의,DIGITAL,P
$ㅜㅠ$,DIGITAL_IMOTICON(훌쩍),DIGITAL,IMOTICON
$어케하죠$,DIGITAL_bypass,DIGITAL,bypass
차이점 있나요,DIGITAL_P차이점,DIGITAL,P
제조사 따로 없으나,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
말 존나 못알아쳐먹네,DIGITAL_GREETINGclaim_slang,DIGITAL,GREETING
$놀이$,DIGITAL_P채팅,DIGITAL,P
안방갑다,DIGITAL_P채팅,DIGITAL,P
내 말 이해가 안되니,DIGITAL_GREETINGclaim,DIGITAL,GREETING
문화상품권으로 구매하려면,DIGITAL_P결제문의,DIGITAL,P
배송지연 배상포인트,DIGITAL_P적립문의,DIGITAL,P
$찾는건 없고$,DIGITAL_bypass,DIGITAL,bypass
실수로 눌렸,DIGITAL_NEG아님,DIGITAL,NEG
반품 회수 문의,DIGITAL_P반품문의,DIGITAL,P
고장났어요,DIGITAL_Pa/s문의,DIGITAL,P
지금 필요한거 뭐지,DIGITAL_P추천,DIGITAL,P
일반상담은어디서하는거,DIGITAL_P고객센터문의,DIGITAL,P
배송비 쿠폰을 교환,DIGITAL_P기타faq문의,DIGITAL,P
가격대 상관없,DIGITAL_PRICEall,DIGITAL,PRICE
안되도 어쩔 수 없구요,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
$음원재생$,DIGITAL_FEAT동영상/영화감상용,DIGITAL,FEAT
응 반사,DIGITAL_bypass,DIGITAL,bypass
걍 나갈래요,DIGITAL_P대화종료,DIGITAL,P
필요해,DIGITAL_P필요,DIGITAL,P
잘못 눌럿,DIGITAL_NEG아님,DIGITAL,NEG
신카드 요망,DIGITAL_P결제문의,DIGITAL,P
확인 감사합니다,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
챗봇이 뭔가요,DIGITAL_GREETINGchatbot,DIGITAL,GREETING
상담 뭐뭐 돼요,DIGITAL_P상담품목,DIGITAL,P
보상 마일리지는,DIGITAL_P적립문의,DIGITAL,P
11페이 땜에 불편,DIGITAL_P결제문의_GREETINGclaim,DIGITAL,P
ㅆㅂㄹㅁ,DIGITAL_slang,DIGITAL,slang
$샹$,DIGITAL_slang,DIGITAL,slang
다시 여쭤 보러올게요,DIGITAL_P대화종료,DIGITAL,P
pc에서 결제하면 안되나요,DIGITAL_P결제문의,DIGITAL,P
$그냥$,DIGITAL_bypass,DIGITAL,bypass
씨뱅,DIGITAL_slang,DIGITAL,slang
가격 얼마나,DIGITAL_P가격문의,DIGITAL,P
가장 많이 구입한 것,DIGITAL_RECOMpopular,DIGITAL,RECOM
skt 무제한 데이터,DIGITAL_P기타faq문의,DIGITAL,P
용량은 어느 정도,DIGITAL_P용량문의,DIGITAL,P
주문할때  사용방법을,DIGITAL_P기타faq문의,DIGITAL,P
빠구리,DIGITAL_slang,DIGITAL,slang
도착하지 않,DIGITAL_P배송문의,DIGITAL,P
제품 안내 좀,DIGITAL_P추천,DIGITAL,P
주문상품 빨리좀 부탁합니다,DIGITAL_P배송문의,DIGITAL,P
노력하세요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
가격은 고려하진 않지만,DIGITAL_PRICEall,DIGITAL,PRICE
$시블$,DIGITAL_slang,DIGITAL,slang
사람이 될려면 한참 멀었어요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
씨앙,DIGITAL_slang,DIGITAL,slang
넌뉴규니,DIGITAL_GREETINGintro,DIGITAL,GREETING
토요일은 상담 안되나요,DIGITAL_P상담시간,DIGITAL,P
할수있는게 없네,DIGITAL_GREETINGclaim,DIGITAL,GREETING
정음운전,DIGITAL_FEAT정음운전,DIGITAL,FEAT
고객센터연결이 안되나요,DIGITAL_GREETINGclaim_P전화요청,DIGITAL,GREETING
쾌적수면,DIGITAL_FEAT쾌적수면,DIGITAL,FEAT
취소하는법,DIGITAL_P주문취소,DIGITAL,P
사람 하는 거에요,DIGITAL_P챗봇여부문의,DIGITAL,P
캐스키,DIGITAL_slang,DIGITAL,slang
환불계좌를 변경하고 싶어요,DIGITAL_P환불문의,DIGITAL,P
할부정보,DIGITAL_P결제문의,DIGITAL,P
$이용하는$,DIGITAL_P기타faq문의,DIGITAL,P
$별론데$,DIGITAL_GREETINGso,DIGITAL,GREETING
자동 세제 투입,DIGITAL_FEAT세제자동투입,DIGITAL,FEAT
이렇게 통화가 어렵나요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
추천 감사,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
컨트롤냉방,DIGITAL_FEAT컨트롤냉방,DIGITAL,FEAT
임금 확인 부탁,DIGITAL_P환불문의,DIGITAL,P
봇이냐,DIGITAL_P챗봇여부문의,DIGITAL,P
(절망),DIGITAL_IMOTICON(절망),DIGITAL,IMOTICON
미얀,DIGITAL_GREETINGapologize,DIGITAL,GREETING
대학생이 사용,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
아는게 없자나,DIGITAL_GREETINGclaim,DIGITAL,GREETING
고맙군,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
계속 안오구 있어요,DIGITAL_P배송문의,DIGITAL,P
제품 좀 고만 이야기해,DIGITAL_P채팅,DIGITAL,P
$다른거$,DIGITAL_P추가추천,DIGITAL,P
장애가 발생합니다,DIGITAL_GREETINGclaim,DIGITAL,GREETING
흐응,DIGITAL_GREETINGsmile,DIGITAL,GREETING
사은품 같이 주는거요,DIGITAL_P사은품문의,DIGITAL,P
반품처리,DIGITAL_P반품문의,DIGITAL,P
제조산 상관없구,DIGITAL_BRANDall,DIGITAL,BRAND
초미세 먼지 필터,DIGITAL_FEAT초미세먼지제거,DIGITAL,FEAT
뭐가 잘나가냐,DIGITAL_P추천,DIGITAL,P
살균세척,DIGITAL_FEAT살균세척,DIGITAL,FEAT
아웃겨,DIGITAL_GREETINGsmile,DIGITAL,GREETING
니 아이큐 몇이고,DIGITAL_P채팅,DIGITAL,P
상품을 받아볼 수 있나요,DIGITAL_P배송문의,DIGITAL,P
인테리어 소품 좀 추천해 주세요,DIGITAL_CATEN인테리어소품,DIGITAL,CATEN
$안맞아$,DIGITAL_YESNOno,DIGITAL,YESNO
대표전화는 24시냐,DIGITAL_P고객센터문의,DIGITAL,P
로보킹,DIGITAL_CATE청소기_SUBGRP로봇_BRANDlg전자_PRODUCT로보킹,DIGITAL,CATE
개인셀러해지,DIGITAL_P기타faq문의,DIGITAL,P
선호하,DIGITAL_P선호,DIGITAL,P
후기 수정 어떻게,DIGITAL_P기타faq문의,DIGITAL,P
문의드리겠습니다,DIGITAL_P추천,DIGITAL,P
판매자연락요청,DIGITAL_P판매자연락요청,DIGITAL,P
환불받고 싶어요,DIGITAL_P환불문의,DIGITAL,P
다시 상담 요청 드릴게,DIGITAL_P대화종료,DIGITAL,P
$난리$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
세탁기를 청소,DIGITAL_CATEN세탁기청소,DIGITAL,CATEN
내가 구매한 물건,DIGITAL_P주문이력확인,DIGITAL,P
문서 편집도 할 수,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
좀 더 다양하게,DIGITAL_GREETINGclaim,DIGITAL,GREETING
그걸 모르니,DIGITAL_GREETINGclaim,DIGITAL,GREETING
비교 결정하겠습니다,DIGITAL_P구매예정,DIGITAL,P
잠시만 기다려 주세요,DIGITAL_bypass,DIGITAL,bypass
$샴송$,DIGITAL_BRAND삼성전자,DIGITAL,BRAND
$교환요$,DIGITAL_P교환문의,DIGITAL,P
선물안줘요,DIGITAL_P채팅,DIGITAL,P
페이스북 연동,DIGITAL_P기타faq문의,DIGITAL,P
$재미져요$,DIGITAL_GREETINGfun,DIGITAL,GREETING
벽걸이형애어콘,"DIGITAL_CATEaircon_SUBCAT벽걸이형,FAQ_ENTRY벽걸이형에어컨",DIGITAL,CATE
병신년,DIGITAL_slang,DIGITAL,slang
너가 알 필요 없잖아,DIGITAL_slang,DIGITAL,slang
보은밥통,DIGITAL_CATE전기밥솥,DIGITAL,CATE
사람이에여 로봇이에여,DIGITAL_P챗봇여부문의,DIGITAL,P
보내지말라구 차단,DIGITAL_P알림설정문의,DIGITAL,P
지문인식 설정은 어디서,DIGITAL_P기타faq문의,DIGITAL,P
$어디감,DIGITAL_P채팅,DIGITAL,P
저 비회원인가요,DIGITAL_P회원정보문의,DIGITAL,P
너무 고가나 저가형 말구요,DIGITAL_PRICEm,DIGITAL,PRICE
챗봇이야,DIGITAL_P챗봇여부문의,DIGITAL,P
$별로군$,DIGITAL_GREETINGso,DIGITAL,GREETING
$상$,DIGITAL_CATEN상,DIGITAL,CATEN
질문 남겨도 답이 없네요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
더 비싼 건 없나요,DIGITAL_PRICEl,DIGITAL,PRICE
밤에문의상담,DIGITAL_P상담시간,DIGITAL,P
알려주시기로하고 답이없네요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
별도의 브랜드 없고,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
(기대),DIGITAL_IMOTICON(기대),DIGITAL,IMOTICON
접년,DIGITAL_slang,DIGITAL,slang
국내 브랜드,DIGITAL_BRAND국산,DIGITAL,BRAND
알람설정 방법,DIGITAL_P알림설정문의,DIGITAL,P
쿠폰 받고싶어요,DIGITAL_P쿠폰요청,DIGITAL,P
다른 제품은요,DIGITAL_P추가추천,DIGITAL,P
앱구매하면 혜택이 많나요,DIGITAL_P기타faq문의,DIGITAL,P
모델명 몰라,DIGITAL_bypass,DIGITAL,bypass
제품이상으로인한 교환 반품,DIGITAL_P교환문의,DIGITAL,P
$크기가$,DIGITAL_P사이즈문의,DIGITAL,P
$여자냐$,DIGITAL_P채팅,DIGITAL,P
$속상해$,DIGITAL_P채팅,DIGITAL,P
핸드폰 변경은 어떻게,DIGITAL_P기타faq문의,DIGITAL,P
크크크,DIGITAL_GREETINGsmile,DIGITAL,GREETING
천천히 찾아보시고 알려주세요,DIGITAL_P대화종료,DIGITAL,P
스타일리쉬한거,DIGITAL_P디자인문의,DIGITAL,P
너 잘하는게 뭐야,DIGITAL_P상담품목,DIGITAL,P
주문번호확인해보세요,DIGITAL_P주문완료,DIGITAL,P
마트배송지설정,DIGITAL_P배송지변경문의,DIGITAL,P
일베충아,DIGITAL_slang,DIGITAL,slang
쿠폰 활용,DIGITAL_P쿠폰적용문의,DIGITAL,P
번호변경가능,DIGITAL_P회원정보문의,DIGITAL,P
$힘들다$,DIGITAL_bypass,DIGITAL,bypass
나우배달은 뭐가 다른,DIGITAL_P기타faq문의,DIGITAL,P
바로 소개해줘,DIGITAL_GREETINGintro,DIGITAL,GREETING
색상 변경되나요,DIGITAL_P색상변경문의,DIGITAL,P
리뷰수정,DIGITAL_P기타faq문의,DIGITAL,P
흠 뭐살까,DIGITAL_GREETINGgomin_P추천,DIGITAL,GREETING
$앐서$,DIGITAL_YESNOyes,DIGITAL,YESNO
보증서가 없네,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
이벤트가 적용된 것인지 궁금,DIGITAL_P결제문의,DIGITAL,P
에이 종류가 작다,DIGITAL_GREETINGclaim,DIGITAL,GREETING
배송주문 주소,DIGITAL_P배송지변경문의,DIGITAL,P
쿠폰은요,DIGITAL_P쿠폰요청,DIGITAL,P
생일 선물,DIGITAL_FEAT선물용,DIGITAL,FEAT
문화 상품권으로 포인트 적립,DIGITAL_P적립문의,DIGITAL,P
전문가님께 여쭈어봅니다,DIGITAL_P상담원연결,DIGITAL,P
올스테인레스,DIGITAL_FEATfull스테인리스,DIGITAL,FEAT
$전기료$,DIGITAL_P기타faq문의,DIGITAL,P
인터넷 서치용,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
같은 말을 계속,DIGITAL_GREETINGclaim,DIGITAL,GREETING
씨브랄,DIGITAL_slang,DIGITAL,slang
입금은 언제쯤 되나요,DIGITAL_P환불문의,DIGITAL,P
$다른 상품$,DIGITAL_P추가추천,DIGITAL,P
데모한 겁니다,DIGITAL_bypass,DIGITAL,bypass
후에 구매해야겠어요,DIGITAL_P구매예정,DIGITAL,P
다행이네요 감사합니다,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
첨가제,DIGITAL_FEAT첨가제,DIGITAL,FEAT
세일 많이 된 상품으로,DIGITAL_PRICEs,DIGITAL,PRICE
최저가격이 어떻게 되죠,DIGITAL_P가격문의,DIGITAL,P
배고파,DIGITAL_P채팅,DIGITAL,P
톡매니저 연결,DIGITAL_P상담원연결,DIGITAL,P
$찾기 어렵습니다$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$문의할 사항 입니다$,DIGITAL_P상담원연결,DIGITAL,P
빼구,DIGITAL_NEG아님,DIGITAL,NEG
자가진단,DIGITAL_FEAT자가진단,DIGITAL,FEAT
다시 알아봐 주세요,DIGITAL_P추가추천,DIGITAL,P
출시전인가요,DIGITAL_P출시문의 ,DIGITAL,P
$소개를 해$,DIGITAL_GREETINGintro,DIGITAL,GREETING
주문 지금하면 배송 언제,DIGITAL_P배송일문의,DIGITAL,P
$잘좀찾아$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
입금하러갔는데,DIGITAL_P결제문의,DIGITAL,P
중소기업,DIGITAL_BRAND중소기업,DIGITAL,BRAND
다 괜찮아요,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
사람하고 톡 어떻게,DIGITAL_P상담원연결,DIGITAL,P
여기서 확인하나요,DIGITAL_P상담품목,DIGITAL,P
iptv시청,DIGITAL_FEAT동영상/영화감상용,DIGITAL,FEAT
너의 나이는,DIGITAL_P채팅,DIGITAL,P
교환 가능,DIGITAL_P교환문의,DIGITAL,P
이스키,DIGITAL_slang,DIGITAL,slang
ai가 탑재된 챗봇,DIGITAL_P챗봇여부문의,DIGITAL,P
애플와치3,DIGITAL_CATE애플_SUBCATwatch,DIGITAL,CATE
이따 알려주세요,DIGITAL_P대화종료,DIGITAL,P
애기,DIGITAL_FEAT아기,DIGITAL,FEAT
$ㅠ$,DIGITAL_IMOTICON(훌쩍),DIGITAL,IMOTICON
불량품 같은데,DIGITAL_P교환문의,DIGITAL,P
앞으로 잘 부탁해요,DIGITAL_P대화종료,DIGITAL,P
짜져라,DIGITAL_slang,DIGITAL,slang
티멤버십 등록,DIGITAL_P티멤버십관련문의_P기타faq문의,DIGITAL,P
왜안가져가나요,DIGITAL_P반품문의,DIGITAL,P
개똑똑,DIGITAL_GREETINGcheer,DIGITAL,GREETING
앱이 제대로 동작하지 않아서,DIGITAL_P기타faq문의,DIGITAL,P
뭐하는애인감,DIGITAL_GREETINGintro,DIGITAL,GREETING
할인적용하는 방법,DIGITAL_P쿠폰적용문의,DIGITAL,P
잘못 선택했어,DIGITAL_P새상담,DIGITAL,P
티멤버십 계정을 연동,DIGITAL_P기타faq문의,DIGITAL,P
18년,DIGITAL_slang,DIGITAL,slang
$문제가 있어요$,DIGITAL_P상담요청,DIGITAL,P
쿠폰 받으려구요,DIGITAL_P쿠폰요청,DIGITAL,P
$게임cd$,DIGITAL_CATEN게임cd,DIGITAL,CATEN
배송 빨리좀 부탁합니다,DIGITAL_P배송문의,DIGITAL,P
1way,DIGITAL_FEAT1way,DIGITAL,FEAT
FAQ 찾을수 없어,DIGITAL_P기타faq문의,DIGITAL,P
$가나다라$,DIGITAL_bypass,DIGITAL,bypass
반품 건에 대해서 상담,DIGITAL_P반품문의,DIGITAL,P
종료합니다 감사합니다,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
11번가VIP관,DIGITAL_P기타faq문의,DIGITAL,P
광뇬,DIGITAL_slang,DIGITAL,slang
비싸지 않게 저렴한 순으로,DIGITAL_PRICEs,DIGITAL,PRICE
배송 조회,DIGITAL_P배송문의,DIGITAL,P
학생들이 사용,DIGITAL_FEAT학습용,DIGITAL,FEAT
주문건은 어디서 확인,DIGITAL_P기타faq문의,DIGITAL,P
기어를찾아,DIGITAL_CATEN기어,DIGITAL,CATEN
느리게 대답해,DIGITAL_GREETINGclaim,DIGITAL,GREETING
취소 도중 오류,DIGITAL_P주문취소,DIGITAL,P
이런 사기같은 챗봇$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
동영상편집,DIGITAL_FEAT영상작업,DIGITAL,FEAT
다른 상품으로 교환,DIGITAL_P교환문의,DIGITAL,P
아니 안한다고,DIGITAL_P대화종료,DIGITAL,P
쿠폰 페이지,DIGITAL_P쿠폰요청,DIGITAL,P
11pay 쓰고싶지 않아요,DIGITAL_P결제문의,DIGITAL,P
상담상담,DIGITAL_P상담요청,DIGITAL,P
$너는 뭐에연$,DIGITAL_GREETINGintro,DIGITAL,GREETING
가격대를 높이는게 좋을까요,DIGITAL_P가격문의,DIGITAL,P
놋트북,DIGITAL_CATE노트북,DIGITAL,CATE
$안웃겨$,DIGITAL_P채팅,DIGITAL,P
$누구세요$,DIGITAL_GREETINGintro,DIGITAL,GREETING
취소문의,DIGITAL_P주문취소,DIGITAL,P
이걸 서비스라고 만들었냐,DIGITAL_GREETINGclaim,DIGITAL,GREETING
따로 봐둔게 없어서,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
연체금 삭제 부탁,DIGITAL_P기타faq문의,DIGITAL,P
$결혼해줘$,DIGITAL_P채팅,DIGITAL,P
smeg,DIGITAL_BRAND스메그,DIGITAL,BRAND
성인인증방법 알려줘,DIGITAL_P본인인증문의,DIGITAL,P
화면하고 디자인이 다르네요,DIGITAL_P기타faq문의,DIGITAL,P
//$웅$,DIGITAL_bypass,DIGITAL,bypass
어머님 드릴껀데,DIGITAL_FEAT성인용_GENDER여자,DIGITAL,FEAT
회신겁나느림,DIGITAL_GREETINGclaim,DIGITAL,GREETING
전화하는데 안받네요,DIGITAL_P전화요청_GREETINGclaim,DIGITAL,P
문의 시간 안내,DIGITAL_P상담시간,DIGITAL,P
어른이 쓰,DIGITAL_FEAT성인용,DIGITAL,FEAT
$별론거 같아$,DIGITAL_GREETINGso,DIGITAL,GREETING
수고하세요,DIGITAL_GREETINGsugo,DIGITAL,GREETING
운영체제 미포함,DIGITAL_FEAT운영체제미포함,DIGITAL,FEAT
잘못문의,DIGITAL_NEG아님,DIGITAL,NEG
비교해보고 사도록,DIGITAL_P구매예정,DIGITAL,P
제가 직접 픽업가려구요,DIGITAL_P배송문의,DIGITAL,P
사는게 없어,DIGITAL_bypass,DIGITAL,bypass
//아기 전용 세탁기,DIGITAL_CATE세탁기_SUBCAT아기,DIGITAL,CATE
$다름이아니고$,DIGITAL_bypass,DIGITAL,bypass
입고 시켜,DIGITAL_P기타faq문의,DIGITAL,P
$ㅡㅡ$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
용도는 가벼운 게임,DIGITAL_FEAT게임용,DIGITAL,FEAT
나 좋아해?,DIGITAL_P채팅,DIGITAL,P
반품방법알려주세요,DIGITAL_P반품문의,DIGITAL,P
내가친구가없어서,DIGITAL_P채팅,DIGITAL,P
$알따$,DIGITAL_GREETINGok,DIGITAL,GREETING
너무 좋다,DIGITAL_GREETINGgood,DIGITAL,GREETING
문상 사용,DIGITAL_P기타faq문의,DIGITAL,P
ipad air2,"DIGITAL_CATE애플_SUBCATipad_IPADPRODUCTipadair2,FAQ_ENTRYipadair2",DIGITAL,CATE
다운받아 보려구요,DIGITAL_FEAT동영상/영화감상용,DIGITAL,FEAT
야이개같은년,DIGITAL_slang,DIGITAL,slang
딥러닝되긴하니,DIGITAL_GREETINGclaim,DIGITAL,GREETING
래노보,DIGITAL_BRAND레노버,DIGITAL,BRAND
지연보상,DIGITAL_P적립문의,DIGITAL,P
배송료 쿠폰 재사용,DIGITAL_P쿠폰적용문의,DIGITAL,P
찾으려면 어디에있는지,DIGITAL_GREETINGclaim,DIGITAL,GREETING
기타공기청정기용,DIGITAL_FEAT기타공기청정기용,DIGITAL,FEAT
구입 원합니다,DIGITAL_P추천,DIGITAL,P
FAQ페이지,DIGITAL_P기타faq문의,DIGITAL,P
전화 달라고,DIGITAL_P전화요청,DIGITAL,P
알려주시면 검토해보려구요,DIGITAL_P추천,DIGITAL,P
주소 변경이 필요,DIGITAL_P배송지변경문의,DIGITAL,P
쇼핑몰 작업용,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
타블릿,"DIGITAL_CATEN태블릿,FAQ_ENTRY태블릿pc",DIGITAL,CATEN
캐쉬전환,DIGITAL_P기타faq문의,DIGITAL,P
할인쿠폰 붙여주세요,DIGITAL_P쿠폰요청,DIGITAL,P
엉망이야,DIGITAL_GREETINGclaim,DIGITAL,GREETING
air 투,DIGITAL_CATE애플_SUBCATipad_IPADPRODUCTipadair2,DIGITAL,CATE
아그럼 이만,DIGITAL_P대화종료,DIGITAL,P
다른건 않되,DIGITAL_P상담품목,DIGITAL,P
