sub_sent,class,domain,intent
할부가 가능한가요,DIGITAL_P결제문의,DIGITAL,P
$세일 품목$,MART_P행사상품문의,MART,P
쿠폰 좀 다시 발송 부탁,DIGITAL_P쿠폰요청,DIGITAL,P
담당자불러와,DIGITAL_P상담사연결,DIGITAL,P
상담 지금 되나요,DIGITAL_P상담시간,DIGITAL,P
뭘 사야할지 몰라서요,DIGITAL_P추천,DIGITAL,P
세일 많이 된 상품으로,MART_P행사상품,MART,P
깎아줘,DIGITAL_P바로할인가,DIGITAL,P
아직 안왔어요,DIGITAL_P배송문의,DIGITAL,P
상품 문의 가능,DIGITAL_P상담요청,DIGITAL,P
$프로모션$,MART_P이벤트 ,MART,P
$전체상품$,DIGITAL_P추천,DIGITAL,P
$이전$,DIGITAL_P이전메뉴이동,DIGITAL,P
합배송란되죠,DIGITAL_P배송문의,DIGITAL,P
1:1 상담,DIGITAL_P상담원연결,DIGITAL,P
$처음으로$,DIGITAL_P처음으로,DIGITAL,P
아직도착을 안하는겁니까,DIGITAL_P배송문의,DIGITAL,P
나도 반사,DIGITAL_P채팅,DIGITAL,P
문자 재발송 부탁,DIGITAL_P기타faq문의,DIGITAL,P
내일안와요,DIGITAL_P배송일문의,DIGITAL,P
카드 할인이 있나요,DIGITAL_P결제문의,DIGITAL,P
취소하면 쿠폰도 돌아오나여,DIGITAL_P쿠폰적용문의,DIGITAL,P
나 이제 갈게,DIGITAL_P대화종료,DIGITAL,P
$선물준다면서$,DIGITAL_P행사문의,DIGITAL,P
포인트차감된거확인,DIGITAL_P결제문의,DIGITAL,P
//사람들이 자주 쓰는,DIGITAL_P챗봇여부문의,DIGITAL,P
핫딜 상품은 뭔가,MART_P행사상품문의,MART,P
차이인가요,DIGITAL_P차이점,DIGITAL,P
실물확인 ,DIGITAL_P실물확인 ,DIGITAL,P
$취소할게요$,DIGITAL_P주문취소,DIGITAL,P
주소지수정,DIGITAL_P배송지변경문의,DIGITAL,P
계정 문의,DIGITAL_P회원정보문의,DIGITAL,P
배송받을 수 있을까요,DIGITAL_P배송문의,DIGITAL,P
본인확인회원전환,DIGITAL_P본인인증문의,DIGITAL,P
티멤버쉽이 안돼요,DIGITAL_P티멤버십관련문의_P기타faq문의,DIGITAL,P
배송 언제,DIGITAL_P배송일문의,DIGITAL,P
사려구요,DIGITAL_P추천,DIGITAL,P
이벤트 제품 추천,DIGITAL_P할인행사,DIGITAL,P
나어때,DIGITAL_P채팅,DIGITAL,P
아이뒤가 이상,DIGITAL_P회원정보문의,DIGITAL,P
//가격이 틀리던데요,DIGITAL_P가격문의,DIGITAL,P
이거어떻게하는건가요,DIGITAL_P도움말보기,DIGITAL,P
쿠폰사용 안되나요,DIGITAL_P쿠폰적용문의,DIGITAL,P
반품을 하려하는데,DIGITAL_P반품문의,DIGITAL,P
잘못 결제했어요,DIGITAL_P결제문의,DIGITAL,P
구매 이력,DIGITAL_P기타faq문의,DIGITAL,P
사기당했어요,DIGITAL_P기타faq문의,DIGITAL,P
장바구니어떠케,DIGITAL_P찜기능안내,DIGITAL,P
비교해줘,DIGITAL_P상품비교,DIGITAL,P
이거 말고 없어,DIGITAL_P추가추천,DIGITAL,P
천천히 찾아보시고 알려주세요,DIGITAL_P대화종료,DIGITAL,P
이 톡은 왜,DIGITAL_P채팅,DIGITAL,P
상품을 더 보여주세요,DIGITAL_P추가추천,DIGITAL,P
뭐냐,"FAQ_P도움말요청,DIGITAL_P설명요청",FAQ,P
물건 교환해야하는데,DIGITAL_P교환문의,DIGITAL,P
방금주신 저쿠폰,DIGITAL_P쿠폰적용문의,DIGITAL,P
머여요,"FAQ_P도움말요청,DIGITAL_P설명요청",FAQ,P
배송료 얼마,DIGITAL_P배송비문의,DIGITAL,P
$등급좀$,DIGITAL_P회원정보문의,DIGITAL,P
$대표번호$,DIGITAL_P고객센터문의,DIGITAL,P
환불 관련해서 물어볼거,DIGITAL_P환불문의,DIGITAL,P
웰컴 혜택,DIGITAL_P행사문의,DIGITAL,P
$새 카테고리$,DIGITAL_P새상담,DIGITAL,P
도착 안하면 취소,DIGITAL_P배송일문의,DIGITAL,P
상담 언제 가능해요,DIGITAL_P상담시간,DIGITAL,P
상담사좀부탁해,DIGITAL_P상담원연결,DIGITAL,P
$상담원$,DIGITAL_P상담원연결,DIGITAL,P
사은품 받게해,DIGITAL_P채팅,DIGITAL,P
송금한돈은 어디에서 받아야 하나요,DIGITAL_P환불문의,DIGITAL,P
넌 사람이 될 수 없어,DIGITAL_P채팅,DIGITAL,P
웰컴딜사용이안되요,DIGITAL_P쿠폰적용문의,DIGITAL,P
주문한 대로 오지않았습니다,DIGITAL_P배송문의,DIGITAL,P
상품 구매하려면 얼마,DIGITAL_P가격문의,DIGITAL,P
발급받은 쿠폰이 보이지,DIGITAL_P쿠폰요청,DIGITAL,P
머예요,"FAQ_P도움말요청,DIGITAL_P설명요청",FAQ,P
상품이 잘못왔는데요,DIGITAL_P배송문의,DIGITAL,P
입금확인부탁,DIGITAL_P결제문의,DIGITAL,P
$시리$,DIGITAL_P채팅,DIGITAL,P
나우쇼핑,MART_Pnow배송설명요청,MART,P
쿠폰 있는 거 같,DIGITAL_P쿠폰요청,DIGITAL,P
구입했었는데 다시 보여,MART_P지난구매상품보기,MART,P
다른거 없어요,DIGITAL_P추가추천,DIGITAL,P
톡이네요,DIGITAL_P채팅,DIGITAL,P
캐쉬백 왜 안들어 오나요,DIGITAL_P적립문의,DIGITAL,P
$다른제품요$,DIGITAL_P추가추천,DIGITAL,P
쿠폰이 있는데 왜 적용이 안되나요,DIGITAL_P쿠폰적용문의,DIGITAL,P
오늘은안와요,DIGITAL_P배송일문의,DIGITAL,P
인격을 가지구 있,DIGITAL_P채팅,DIGITAL,P
$이거말고$,DIGITAL_P추가추천,DIGITAL,P
$뭐 할수있어요$,DIGITAL_P채팅,DIGITAL,P
아쉽지만 담에찾을께요,DIGITAL_P대화종료,DIGITAL,P
상담시간,DIGITAL_P상담시간 ,DIGITAL,P
$장바구니 기능$,DIGITAL_P찜기능안내,DIGITAL,P
취소를 신청했는데,DIGITAL_P주문취소,DIGITAL,P
환불 될 때,DIGITAL_P환불문의,DIGITAL,P
게시판이 어디,DIGITAL_P기타faq문의,DIGITAL,P
추천 요망,DIGITAL_P추천,DIGITAL,P
마일리지 적립이 안,DIGITAL_P적립문의,DIGITAL,P
개발자가 누구니,DIGITAL_P채팅,DIGITAL,P
택배가 안오는데,DIGITAL_P배송문의,DIGITAL,P
할부 선택을 안했는데요,DIGITAL_P결제문의,DIGITAL,P
상담원 바꿔주세요,DIGITAL_P상담원연결,DIGITAL,P
안녕하세용 지금도되나요,DIGITAL_P상담시간,DIGITAL,P
결제금액이 돌아오나요,DIGITAL_P환불문의,DIGITAL,P
이상품은 어떤가요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
니가 알아서 찾아,DIGITAL_P추천,DIGITAL,P
$없어 끝$,DIGITAL_P대화종료,DIGITAL,P
수취확인 취소,DIGITAL_P기타faq문의,DIGITAL,P
비교해서 구매할려구요,DIGITAL_P구매예정,DIGITAL,P
환불 금액 언제 들어 오나요,DIGITAL_P환불문의,DIGITAL,P
페이백 받을수,DIGITAL_P적립문의,DIGITAL,P
결제를 했는데 결제수단을 바꿀 수 있나요,DIGITAL_P결제문의,DIGITAL,P
문화상품권으로 구매하려면,DIGITAL_P결제문의,DIGITAL,P
대화 멈춰,DIGITAL_P대화종료,DIGITAL,P
할부진행 할수 있나요,DIGITAL_P결제문의,DIGITAL,P
넌 뭘 팔아,DIGITAL_P상담품목,DIGITAL,P
마트챗봇 소개,MART_P마트챗봇문의,MART,P
주문하면 증정품도 같이,MART_P사은품문의,MART,P
사용 방법이 뭐야,DIGITAL_P도움말보기,DIGITAL,P
디음에 다시요,DIGITAL_P대화종료,DIGITAL,P
$왜안들어와요$,DIGITAL_P환불문의,DIGITAL,P
알바냐,DIGITAL_P챗봇여부문의,DIGITAL,P
제품만 찾나요,DIGITAL_P상담품목,DIGITAL,P
멤버십 포인트 사용,DIGITAL_P결제문의,DIGITAL,P
캐쉬 출금했는데 왜 입금,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰 같은 건 없나,DIGITAL_P쿠폰요청,DIGITAL,P
인증되지않았다고,DIGITAL_P본인인증문의,DIGITAL,P
as는 어떤가요,DIGITAL_Pa/s문의,DIGITAL,P
최근 주문한거 보여줘,DIGITAL_P주문이력확인,DIGITAL,P
$크기는$,DIGITAL_P사이즈문의,DIGITAL,P
공인인증 방법,DIGITAL_P본인인증문의,DIGITAL,P
추천 부탁드리,DIGITAL_P추천,DIGITAL,P
신용카드 등록,DIGITAL_P결제문의,DIGITAL,P
새로 시작하기,DIGITAL_P새상담,DIGITAL,P
한번에찾기,MART_P다중검색문의,MART,P
오류 아니니,DIGITAL_P기타faq문의,DIGITAL,P
차이 뭔가요,DIGITAL_P차이점,DIGITAL,P
주소 공유주시면 감사하겠습니다,DIGITAL_P링크요청,DIGITAL,P
할인받아서 구매하였다가,DIGITAL_P구매완료,DIGITAL,P
$결재$,MART_P구매,MART,P
결제 취소한 건이 있는데,DIGITAL_P결제문의,DIGITAL,P
추천해주신 상품들 중에 고민,DIGITAL_P대화종료,DIGITAL,P
차이 좀 봐주세요,DIGITAL_P차이점,DIGITAL,P
다음에참고할게요,DIGITAL_P대화종료,DIGITAL,P
당장 상담 어려울 것 같구요,DIGITAL_P대화종료,DIGITAL,P
너 ai,DIGITAL_P챗봇여부문의,DIGITAL,P
뭐가 좋나요,DIGITAL_P추천,DIGITAL,P
제품을못받았는데,DIGITAL_P배송문의,DIGITAL,P
ok캐시백 미등록,DIGITAL_P기타faq문의,DIGITAL,P
사려고하,DIGITAL_P추천,DIGITAL,P
리뷰 평점은 좋나요,DIGITAL_P리뷰평점문의,DIGITAL,P
$올게$,DIGITAL_P대화종료,DIGITAL,P
넌 여자니,DIGITAL_P채팅,DIGITAL,P
고객센터 번호는 어떻게,DIGITAL_P고객센터문의,DIGITAL,P
Help me cancel,DIGITAL_P주문취소,DIGITAL,P
지불방법,DIGITAL_P결제문의,DIGITAL,P
주문한 상품은 언제 배송,DIGITAL_P배송일문의,DIGITAL,P
당일 택배가능,DIGITAL_P배송일문의,DIGITAL,P
위조품 확인,DIGITAL_P기타faq문의,DIGITAL,P
이미지 첨부 드립니다,DIGITAL_P기타faq문의,DIGITAL,P
소액결제 취소 신청,DIGITAL_P결제문의,DIGITAL,P
담번에또물어볼께요,DIGITAL_P대화종료,DIGITAL,P
담에 이용할께요,DIGITAL_P대화종료,DIGITAL,P
$뭐가 되는데$,DIGITAL_P상담품목,DIGITAL,P
더 싸게 팔거나 그런건 없나요,DIGITAL_P행사문의,DIGITAL,P
궁긍한게  있어요,DIGITAL_P상담요청,DIGITAL,P
$도움먄$,DIGITAL_P도움말보기,DIGITAL,P
전에 구매한것,MART_P지난구매상품보기,MART,P
상담 뭐뭐 돼요,DIGITAL_P상담품목,DIGITAL,P
제품말구 상담요,DIGITAL_P상담품목,DIGITAL,P
반값이벤트,MART_P행사상품문의,MART,P
쿠폰 적용 문의,DIGITAL_P쿠폰적용문의,DIGITAL,P
$그러면 어떻하죠$,DIGITAL_P기타faq문의,DIGITAL,P
쓰던 물건 가져가,DIGITAL_P폐가전수거,DIGITAL,P
고객센타 연락처,DIGITAL_P고객센터문의,DIGITAL,P
$상품더$,DIGITAL_P추가추천,DIGITAL,P
거래거절카드,DIGITAL_P결제문의,DIGITAL,P
카드제거,DIGITAL_P결제문의,DIGITAL,P
다른 브랜드 추천해,DIGITAL_P추가추천,DIGITAL,P
리뷰 어때요,DIGITAL_P리뷰평점문의,DIGITAL,P
찾기 기능 고장,DIGITAL_P기타faq문의,DIGITAL,P
링크주세요,DIGITAL_P링크요청,DIGITAL,P
$주민등록번호$,DIGITAL_P기타faq문의,DIGITAL,P
아이디가두개라,DIGITAL_P회원정보문의,DIGITAL,P
쿠폰적용되나요,DIGITAL_P쿠폰적용문의,DIGITAL,P
카드 무이자,DIGITAL_P결제문의,DIGITAL,P
취소와 환불,DIGITAL_P환불문의,DIGITAL,P
환불하고 싶어요,DIGITAL_P환불문의,DIGITAL,P
안전하게 체크해서 보내주세요,MART_P포장문의,MART,P
결재하는 금액 얼마,DIGITAL_P가격문의,DIGITAL,P
넌 어때,DIGITAL_P채팅,DIGITAL,P
문상 사용,DIGITAL_P기타faq문의,DIGITAL,P
장바구니 버튼이 없어요,MART_P장바구니담기,MART,P
고객님만을 위한 혜택,DIGITAL_P행사문의,DIGITAL,P
품절된건 언제쯤 들어오,MART_P재입고문의,MART,P
데이터 사용양,DIGITAL_P기타faq문의,DIGITAL,P
$못생겼어$,DIGITAL_P채팅,DIGITAL,P
주문하면 낼 올까요,DIGITAL_P배송문의,DIGITAL,P
상품 언제쯤 받을 ,DIGITAL_P배송문의,DIGITAL,P
배송 조회하고싶은데,DIGITAL_P배송문의,DIGITAL,P
톡매니저 이디있나요,DIGITAL_P상담원연결,DIGITAL,P
챗봇 기반 서비스라고 해서,DIGITAL_P챗봇여부문의,DIGITAL,P
너무 작나요,DIGITAL_P사이즈문의,DIGITAL,P
전번 변경,DIGITAL_P회원정보문의,DIGITAL,P
할인쿠폰이왜안써지죠,DIGITAL_P쿠폰적용문의,DIGITAL,P
구매하기 금액이달라요,DIGITAL_P상담원연결,DIGITAL,P
아이디를 어디서 찾나,DIGITAL_P회원정보문의,DIGITAL,P
귀찮네. 그만,DIGITAL_P대화종료,DIGITAL,P
$코딱지$,DIGITAL_P채팅,DIGITAL,P
문의좀 할게요,DIGITAL_P상담요청,DIGITAL,P
물건을 판매,DIGITAL_P기타faq문의,DIGITAL,P
다른 상담하기,DIGITAL_P새상담,DIGITAL,P
녹지않게 포장,MART_P아이스팩문의,MART,P
제품을 보고 구매하고 싶어요,DIGITAL_P실물확인,DIGITAL,P
이용방법 알려,DIGITAL_P도움말보기,DIGITAL,P
다음에 만나요,DIGITAL_P대화종료,DIGITAL,P
가격이요,DIGITAL_P가격문의,DIGITAL,P
너는 사람이니 컴퓨터니,DIGITAL_P챗봇여부문의,DIGITAL,P
쿠폰 주실수 있나요,DIGITAL_P쿠폰요청,DIGITAL,P
배송되는지,DIGITAL_P배송일문의,DIGITAL,P
물건이너무없네요,DIGITAL_P상담품목,DIGITAL,P
장바구니 버튼생성이 안되요,DIGITAL_P기타faq문의,DIGITAL,P
샀던거좀 보여주,MART_P지난구매상품보기,MART,P
멤버싶 등록,DIGITAL_P기타faq문의,DIGITAL,P
전화를 받지 않아서,DIGITAL_P전화요청,DIGITAL,P
sk쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
고객센터 번호 알려주세요,DIGITAL_P기타faq문의,DIGITAL,P
가격 어떠,DIGITAL_P가격문의,DIGITAL,P
맴버쉬확인불가라고떠요,DIGITAL_P기타faq문의,DIGITAL,P
$본인인증$,DIGITAL_P본인인증문의,DIGITAL,P
구입했던 목록,DIGITAL_P주문이력확인,DIGITAL,P
판매자연락안될때,DIGITAL_P판매자연락요청,DIGITAL,P
품절인지$,MART_P재입고문의,MART,P
사람 나와,DIGITAL_P상담원연결,DIGITAL,P
머하나 물어봅시다,DIGITAL_P상담요청,DIGITAL,P
비번을 변경할려고,DIGITAL_P기타faq문의,DIGITAL,P
vvip등급,DIGITAL_P기타faq문의,DIGITAL,P
무이자 할부로 구매,DIGITAL_P결제문의,DIGITAL,P
선물좀주세요,DIGITAL_P채팅,DIGITAL,P
백화점몰쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
$홍체$,DIGITAL_P기타faq문의,DIGITAL,P
상담원 접속,DIGITAL_P상담원연결,DIGITAL,P
회원으로 가입할 수 있나요,DIGITAL_P회원정보문의,DIGITAL,P
저렴,MART_P행사상품,MART,P
설치비 포함된 가격인가요,DIGITAL_P설치비문의,DIGITAL,P
등급 상향 조정하려면,DIGITAL_P기타faq문의,DIGITAL,P
목요일에 받을수 있나,DIGITAL_P배송문의,DIGITAL,P
바로 취소가 안되죠,DIGITAL_P결제문의,DIGITAL,P
나이가 어떻게,DIGITAL_P채팅,DIGITAL,P
용량 높은가,DIGITAL_P용량문의,DIGITAL,P
주문한게 문제가 있어서요,DIGITAL_P반품문의,DIGITAL,P
현금영수증 재발행,DIGITAL_P현금영수증문의,DIGITAL,P
선물함은 어디에 있나요,DIGITAL_P기타faq문의,DIGITAL,P
쿠포 발급 가능,DIGITAL_P쿠폰요청,DIGITAL,P
쿠폰사용이 안됩,DIGITAL_P쿠폰적용문의,DIGITAL,P
심심하다,DIGITAL_P채팅,DIGITAL,P
기프트콘이 어디에 있는지,DIGITAL_P기타faq문의,DIGITAL,P
상품쿠폰 사용,DIGITAL_P쿠폰적용문의,DIGITAL,P
대화 stop,DIGITAL_P대화종료,DIGITAL,P
장볼일있을때 이용할,MART_P대화종료,MART,P
$찾는데요$,DIGITAL_P추천,DIGITAL,P
새벽에 통화,DIGITAL_P상담시간,DIGITAL,P
더 깎아줘요,DIGITAL_P바로할인가,DIGITAL,P
사업자 지출증빙,DIGITAL_P기타faq문의,DIGITAL,P
어떤 모델이 좋을까요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
뭘 파시나요,DIGITAL_P상담품목,DIGITAL,P
새로운 카테고리,DIGITAL_P새상담,DIGITAL,P
상품상세설명,DIGITAL_P상담원연결,DIGITAL,P
장바구니 버튼이 없어요,DIGITAL_P찜기능안내,DIGITAL,P
다음에 물어볼게요,DIGITAL_P대화종료,DIGITAL,P
너랑 대화가 가능하니,DIGITAL_P채팅,DIGITAL,P
상담사가 조정하는거야,DIGITAL_P챗봇여부문의,DIGITAL,P
중에서 마음에 드는거 살거에요,DIGITAL_P대화종료,DIGITAL,P
하나 구입하겠어요,DIGITAL_P구매예정,DIGITAL,P
배송비를 줄일 수 있는 방법,DIGITAL_P배송비문의,DIGITAL,P
어떤걸 사야되는건지,DIGITAL_P추천,DIGITAL,P
as사항이 어떻게 되나요,DIGITAL_Pa/s문의,DIGITAL,P
출고 됐나요,DIGITAL_P배송문의,DIGITAL,P
이벤트 당첨번호,DIGITAL_P행사문의,DIGITAL,P
11pay 생체인식,DIGITAL_P결제문의,DIGITAL,P
정품 인가요,MART_P정품문의,MART,P
쿠폰 하나만 쏴주,DIGITAL_P쿠폰요청,DIGITAL,P
최근 주문 상품,MART_P지난구매상품보기,MART,P
$입금안내$,DIGITAL_P기타faq문의,DIGITAL,P
결제 안되서,DIGITAL_P결제문의,DIGITAL,P
오늘 주문하면 언제 와요,DIGITAL_P배송일문의,DIGITAL,P
문화상품권 어디서써,DIGITAL_P결제문의,DIGITAL,P
쿠폰 적용 카테고리,DIGITAL_P쿠폰적용문의,DIGITAL,P
세금계산서 발급,DIGITAL_P기타faq문의,DIGITAL,P
마트배송지설정,DIGITAL_P배송지변경문의,DIGITAL,P
사람이 치는건가요,DIGITAL_P챗봇여부문의,DIGITAL,P
$첫구매딜$,DIGITAL_P쿠폰요청,DIGITAL,P
저번에 산쌀,MART_P지난구매상품보기_CATE쌀,MART,P
쇼킹딜보여줘,"MART_P쇼킹딜,DIGITAL_P쇼킹딜",MART,P
여쭤봐도 되나요,DIGITAL_P상담요청,DIGITAL,P
문화상품권도되나요,DIGITAL_P결제문의,DIGITAL,P
$a/s$,DIGITAL_Pa/s문의,DIGITAL,P
입고 시켜,MART_P재입고문의,MART,P
11번가페이를 삭제,DIGITAL_P결제문의,DIGITAL,P
배송이 않되고,DIGITAL_P배송문의,DIGITAL,P
내일 특가,DIGITAL_P행사문의,DIGITAL,P
$궁금합니다$,DIGITAL_P추천,DIGITAL,P
내일 연락부탁드립니다,DIGITAL_P전화요청,DIGITAL,P
오프라인 매장이 있나요,DIGITAL_P실물확인,DIGITAL,P
찜기능안내,DIGITAL_P찜기능안내,DIGITAL,P
신규 카드 등록,DIGITAL_P결제문의,DIGITAL,P
상담원과 직접 대화하는건가요,DIGITAL_P챗봇여부문의,DIGITAL,P
통화량이 많아서,DIGITAL_P전화요청_GREETINGclaim,DIGITAL,P
영수증 요청합니다,DIGITAL_P기타faq문의,DIGITAL,P
$판매하는것$,MART_P마트챗봇문의,MART,P
터지지 않게 해주세요,MART_P포장문의,MART,P
쓰기가 너무 어려워요,DIGITAL_P채팅_GREETINGclaim,DIGITAL,P
쿠폰 챙겨조,DIGITAL_P쿠폰요청,DIGITAL,P
돈좀빌려주세요,DIGITAL_P채팅,DIGITAL,P
$하나 카드$,DIGITAL_P결제문의,DIGITAL,P
탈퇴부탁해요,DIGITAL_P회원정보문의,DIGITAL,P
잘못된 배송지,DIGITAL_P배송지변경문의,DIGITAL,P
배송 문제로 상담,DIGITAL_P배송문의,DIGITAL,P
견적 부탁,DIGITAL_P추천,DIGITAL,P
쿠폰 교환 했는데 어디 있나,DIGITAL_P기타faq문의,DIGITAL,P
개인정보 바꾸는 법,DIGITAL_P회원정보문의,DIGITAL,P
$안반갑다니께$,DIGITAL_P채팅,DIGITAL,P
전화주시게할순없나요,DIGITAL_P전화요청,DIGITAL,P
주소 수정은 어디서,DIGITAL_P배송지변경문의,DIGITAL,P
오케캐시백 재인증,DIGITAL_P기타faq문의,DIGITAL,P
사람아닌가,DIGITAL_P챗봇여부문의,DIGITAL,P
$이용방법$,DIGITAL_P도움말보기,DIGITAL,P
마트쿠폰이 왔는데,DIGITAL_P쿠폰문의_P기타faq문의,DIGITAL,P
선호하,DIGITAL_P선호,DIGITAL,P
나중에 알려주세요,DIGITAL_P대화종료,DIGITAL,P
$무이자$,DIGITAL_P결제문의,DIGITAL,P
택배아저씨가 가져가신지,DIGITAL_P반품문의,DIGITAL,P
파는게 무엇,DIGITAL_P상담품목,DIGITAL,P
그럼 머있는데,DIGITAL_P상담품목,DIGITAL,P
기계에요,DIGITAL_P챗봇여부문의,DIGITAL,P
아직 상품준비중이라,DIGITAL_P배송문의,DIGITAL,P
구매내역이 필요해요,DIGITAL_P주문이력확인,DIGITAL,P
튜토리얼 보기,DIGITAL_P도움말보기,DIGITAL,P
계속같은거 추천하네,DIGITAL_P전화요청_GREETINGclaim,DIGITAL,P
문자가 안온다,DIGITAL_P기타faq문의,DIGITAL,P
사업자회원,DIGITAL_P기타faq문의,DIGITAL,P
일반상담은어디서하는거,DIGITAL_P고객센터문의,DIGITAL,P
사은품 받을수있는 건가요,DIGITAL_P사은품문의,DIGITAL,P
환불신청하는데 안되니까,DIGITAL_P환불문의,DIGITAL,P
$쓸모있는거$,DIGITAL_P추천,DIGITAL,P
카드 할부,DIGITAL_P결제문의,DIGITAL,P
취소 에러,DIGITAL_P주문취소,DIGITAL,P
$문의방법$,DIGITAL_P기타faq문의,DIGITAL,P
장바구니 제품 구매하려는데,DIGITAL_P구매예정,DIGITAL,P
광고문자 거부,DIGITAL_P기타faq문의,DIGITAL,P
아이디가 두개여서,DIGITAL_P회원정보문의,DIGITAL,P
정보변경을 하려면 어떻게,DIGITAL_P회원정보문의,DIGITAL,P
카드가 왜 안되는지,DIGITAL_P결제문의,DIGITAL,P
폰인증이 자꾸떠요,DIGITAL_P본인인증문의,DIGITAL,P
$정보변경$,DIGITAL_P기타faq문의,DIGITAL,P
반품확인,DIGITAL_P반품문의,DIGITAL,P
구매등급이 왜 안올라가요,DIGITAL_P기타faq문의,DIGITAL,P
살려고 하는데요,DIGITAL_P추천,DIGITAL,P
해지요청요,DIGITAL_P기타faq문의,DIGITAL,P
$빨리$,DIGITAL_P추천,DIGITAL,P
통화안되요,DIGITAL_P전화요청_GREETINGclaim ,DIGITAL,P
자체반송 완료해서 송장,DIGITAL_P반품문의,DIGITAL,P
//괜찮은건가요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
환불이 안되,DIGITAL_P환불문의,DIGITAL,P
주문내역 지우기,DIGITAL_P기타faq문의,DIGITAL,P
$다른 상품$,DIGITAL_P추가추천,DIGITAL,P
배송중이라고만 나오네요,DIGITAL_P배송문의,DIGITAL,P
가격이 달라서 어떤걸로,DIGITAL_P가격문의,DIGITAL,P
기타 상담도 가능한가요,DIGITAL_P상담품목,DIGITAL,P
문의드리겟,DIGITAL_P상담요청,DIGITAL,P
무얼해줄 수 있는데,DIGITAL_P상담품목,DIGITAL,P
성인인증법,DIGITAL_P본인인증문의,DIGITAL,P
아직 배송을 안한건가요,DIGITAL_P배송문의,DIGITAL,P
시럽결제 연동하면서,DIGITAL_P결제문의,DIGITAL,P
t 멥버쉽 주문취소후  바로 사용할수없,DIGITAL_P기타faq문의,DIGITAL,P
